,smiles,prediction_neglogld50,actual_neglogld50,prediction_epa,actual_epa,prediction_epa_from_neglog
22396,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,2.2667167,2.083,2,2,2
22397,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,2.528565,2.082725067,2,2,2
22398,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,2.5205278,2.0064289580000003,2,2,2
22399,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,2.2485054,2.158945684,2,2,2
22400,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,3.4844108,1.983935183,1,3,1
22401,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.8283927,1.460041936,2,3,2
22402,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2.099797,1.566431599,2,3,2
22403,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,2.435811,1.34168507,2,3,2
22404,C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CCC2=O,1.9972866,2.982854425,2,1,2
22405,C[C@]12C[C@H]3O[C@H]3CC1CCC1C2CC[C@]2(C)C(=O)[C@@H](N3CCCC3)CC12,2.073985,2.252292211,2,2,2
22406,C[N+](=O)[O-],2.1369061,1.609812892,1,2,1
22407,C[N+](C)(C)C,2.2850573,2.983602859,1,1,1
22408,C[N+](C)(C)CC(=O)[O-],2.4107068,1.0686914509999998,1,3,1
22409,C[N+](C)(C)CC(O)CC(=O)O,2.2301493,1.371855725,2,3,2
22410,C[N+](C)(C)CC(O)CC(=O)[O-],2.2419977,1.663299687,2,2,2
22411,C[N+](C)(C)CCBr,2.670198,2.944144872,1,1,1
22412,C[N+](C)(C)CCCCCCBr,1.9316325,1.804583337,2,2,2
22413,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,2.8642035,3.4830315410000003,1,1,1
22414,C[N+](C)(C)CCCCCC[N+](C)(C)C,2.6614912,1.845132375,1,2,1
22415,C[N+](C)(C)CCC[N+]1(C)CC2C3C=CC(CC3)C2C1,2.7003875,2.184308964,2,2,2
22416,C[N+](C)(C)CCCl,2.5383236,2.31040652,1,2,1
22417,C[N+](C)(C)CCI,2.6279745,2.485457769,2,2,2
22418,C[N+](C)(C)CCO,2.3060663,1.353583466,2,2,2
22419,C[N+](C)(C)CCOC(N)=O,2.6892645,3.5658419180000003,1,0,1
22420,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,3.7165928,1.4224110769999998,1,3,1
22421,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,3.1599984,1.421515534,1,3,1
22422,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,2.6153045,3.076931575,2,1,2
22423,C[N+](C)(C)Cc1ccccc1,2.5123818,3.778860019,1,0,1
22424,C[N+](C)(C)NCCC(=O)[O-],2.6436076,1.164874239,1,3,1
22425,C[N+](C)(C)[O-],2.5466356,0.936184291,1,3,1
22426,C[N+](C)(CCO)C(=O)Cc1ccc(-c2ccc(CC(=O)[N+](C)(C)CCO)cc2)cc1,2.47959,2.1780821390000003,2,2,2
22427,C[N+](C)(CCO)CC(O)C[N+](C)(C)CCO,2.2110846,2.183234933,2,2,2
22428,C[N+](C)(N)CCBr,2.8473923,1.7203092130000002,1,2,1
22429,C[N+](C)(N)CCCl,3.1253266,1.560564149,1,2,1
22430,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,2.2459784,2.212202406,2,2,2
22431,C[N+](C)([O-])c1ccc(/N=N/c2ccccc2)cc1,2.505907,2.04,2,2,2
22432,C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1,2.627727,2.040123842,2,2,2
22433,C[N+]([O-])(CCCl)CCCl,3.3069677,3.457516048,1,1,1
22434,C[N+]([O-])=NCOC1OC(CO)C(O)C(O)C1O,2.8606427,2.9704209230000003,1,1,1
22435,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.2398064,1.971484594,2,2,2
22436,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.7286129,2.204248402,3,2,3
22437,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.5374596,2.383789942,2,2,2
22438,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,2.335476,2.400551248,2,2,2
22439,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2.674087,2.652377289,2,2,2
22440,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,2.7592614,1.968322295,2,2,2
22441,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.7218304,2.661640504,2,2,2
22442,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.0193682,2.647597356,2,2,2
22443,C[N+]1(C)CCCCC1,1.9292684,2.391193756,2,1,2
22444,C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,1.9438547,1.843715773,2,3,2
22445,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,2.4740658,2.520374117,2,2,2
22446,C[N+]1(C)CCc2cc(Cl)ccc21,2.2914307,2.611369215,2,1,2
22447,C[N+]1(C)[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12,2.7042778,1.971484594,2,2,2
22448,C[N+]1(CC(O)COc2cccc3c2CCC([O-])=N3)CCC(c2ccccc2)CC1,1.8990996,2.59606352,2,2,2
22449,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,2.4162803,2.843486229,2,1,2
22450,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,1.7192713,2.269450077,3,2,3
22451,C[N+]1(CCC(C(=N)[O-])(c2ccccc2)c2ccccc2)CCCCCC1,1.8109735,2.097537425,3,2,3
22452,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1,2.1281686,2.098784595,2,2,2
22453,C[N+]1(CCC(C2=CCCCC2)c2ccccc2)CCCCC1,1.7858328,2.244486684,2,2,2
22454,C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,1.8428469,2.487704437,2,2,2
22455,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,2.4368374,2.142274928,2,2,2
22456,C[N+]1(CCCl)CCCO1,2.8000715,4.7007873380000005,1,0,1
22457,C[N+]1(CCF)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,2.1805637,2.731194426,2,2,2
22458,C[N+]1(CCF)[C@@H]2CC[C@@H]1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,2.3735425,2.731194426,2,2,2
22459,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1,2.369743,2.674996726,2,2,2
22460,C[N+]1(CCNP(=S)(NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,4.7758274,3.0977326560000003,0,2,0
22461,C[N+]1(CC[N+]2(C)CC3C4C=CC(CC4)C3C2)CCCC1,1.9557801,2.184927125,2,2,2
22462,C[N+]1([O-])CCOCC1,2.1749148,1.094499601,2,3,2
22463,C[N+]12CCC(c3ccccc3)(CC1)C(=O)C2,2.0405376,2.16627253,2,2,2
22464,C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,2.2076595,2.448450188,2,2,2
22465,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2,1.8336288,2.448450188,2,2,2
22466,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,2.1061218,3.3711101460000004,2,1,2
22467,C[S+](C)CC[C@H](N)C(=O)O,1.6110501,1.4373541280000002,2,3,2
22468,C[S+](C)[O-],2.810638,0.892807747,1,3,1
22469,C[S+]([O-])C(C)(C)C(=N)O,2.648776,1.173769056,1,3,1
22470,C[S+]([O-])C(C)(C)C(=O)O,2.6708608,1.301605778,1,3,1
22471,C[S+]([O-])C(C)(C)CO,1.8933947,1.134184696,2,3,2
22472,C[S+]([O-])C/C(=N/O)C(C)(C)C,2.7590673,1.948,1,2,1
22473,C[S+]([O-])CC(=NO)C(C)(C)C,2.4648347,1.70456475,2,2,2
22474,C[S+]([O-])CC(=O)c1ccccn1,2.1012602,1.446760022,2,3,2
22475,C[S+]([O-])CC(N=O)C(C)(C)C,3.1438277,1.947385706,1,2,1
22476,C[S+]([O-])c1ccc(Cl)cc1,1.6716461,2.576592572,2,1,2
22477,C[Se]C,2.1986914,1.715326717,2,2,2
22478,C[SiH](C)O[SiH](C)C,1.4872876,1.474854303,2,2,2
22479,C[SiH](Cl)Cl,2.809181,1.5659999999999998,1,2,1
22480,C[SiH]1O[SiH](C)O[SiH](C)O[SiH](C)O[SiH](C)O1,2.3232102,2.038556172,2,2,2
22481,C[Si](C)(C)C,1.6344517,1.506105999,2,2,2
22482,C[Si](C)(C)CC(=O)O,1.7316211,1.644225165,2,2,2
22483,C[Si](C)(C)CCC(=O)O,1.7370809,1.688010253,2,2,2
22484,C[Si](C)(C)CCCC(=O)O,1.4795862,1.7280000000000002,3,2,3
22485,C[Si](C)(C)Cl,2.286151,1.351,2,2,2
22486,C[Si](C)(C)N=C=N[Si](C)(C)C,3.38901,2.032918479,1,2,1
22487,C[Si](C)(C)N[Si](C)(C)C,2.8069513,2.280012048,1,2,1
22488,C[Si](C)(C)OCC1OC(=O)C(O[Si](C)(C)C)C(O[Si](C)(C)C)C1O[Si](C)(C)C,2.6290286,2.429148056,2,2,2
22489,C[Si](C)(C)OP(=O)(O[Si](C)(C)C)O[Si](C)(C)C,3.5225108,1.961121582,1,2,1
22490,C[Si](C)(C)O[Si](C)(C)C,1.7152582,1.335473948,2,3,2
22491,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,2.4097502,1.934406658,2,2,2
22492,C[Si](C)(C)[Si](C)(C)C,1.5302203,1.165444249,2,3,2
22493,C[Si](C)(CCCN)N1CCC[Si]1(C)C,1.6070393,2.760618475,3,1,3
22494,C[Si](C)(Cl)Cl,2.481566,2.303263363,1,2,1
22495,C[Si](Cl)(Cl)C1CCCCC1,2.2849262,2.015198121,2,2,2
22496,C[Si](Cl)(Cl)CCC(F)(F)F,3.0020375,2.303683942,1,2,1
22497,C[Si](Cl)(Cl)CCCC#N,2.6175785,2.447458593,1,2,1
22498,C[Si](Cl)(Cl)CCCCl,2.4825964,3.884367087,2,0,2
22499,C[Si](Cl)(Cl)Cl,2.931317,2.271493102,1,2,1
22500,C[Si](Cl)(Cl)c1ccccc1,2.634446,2.0910039780000003,1,2,1
22501,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,2.5153155,2.309369998,2,2,2
22502,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.861196,2.642490241,1,1,1
22503,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,2.9601858,3.466398982,1,1,1
22504,C[Si]1(C)OCCN(CCO)CCO1,1.772338,1.78097349,2,2,2
22505,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.7286354,1.4721570030000002,3,3,3
22506,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.7317543,1.569067016,3,3,3
22507,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,3.3918004,1.648248262,1,3,1
22508,C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,3.5262928,2.12174063,1,2,1
22509,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1.9830325,2.301991555,2,2,2
22510,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,2.0243645,2.971807798,2,1,2
22511,C[n+]1ccc(-c2ccccc2)cc1,1.8372741,3.686980811,2,0,2
22512,C[n+]1cccc(C(=O)O)c1,2.032234,1.44128146,2,3,2
22513,C[n+]1cccc(C(=O)[O-])c1,1.8444549,1.262096548,2,3,2
22514,C[n+]1ccccc1,1.8016196,2.5189154940000003,2,1,2
22515,Cc1[nH]c(=O)[nH]c(=O)c1CO,1.7267022,1.494460102,2,3,2
22516,Cc1[nH]c(=O)[nH]c(=O)c1N(CCCl)CCCl,2.8797166,5.044879328,1,0,1
22517,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,2.086105,1.506075915,2,3,2
22518,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,2.4855404,3.36570187,2,1,2
22519,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,2.4467225,2.105345853,2,2,2
22520,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,2.2298968,1.861379768,2,2,2
22521,Cc1[nH]c2ccc(O)cc2c1CC(=O)OCC(=O)O,1.7267756,1.818306739,2,2,2
22522,Cc1[nH]c2ccccc2c1/C=C/C1=[N+](C)c2ccccc2C1(C)C,2.0750299,2.10975068,2,2,2
22523,Cc1[nH]nc(C(=O)Nc2cccc(C(F)(F)F)c2)c1Br,3.0140917,1.997663426,1,2,1
22524,Cc1[nH]nc(Cl)c1[N+](=O)[O-],2.793701,2.664233541,1,1,1
22525,Cc1[nH]ncc1Cl,2.709663,2.492484736,1,1,1
22526,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,2.8493216,2.224701717,2,2,2
22527,Cc1c(-c2ccccc2)[nH]c(N)nc1=O,1.8664579,2.449,2,2,2
22528,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,1.7027274,2.228792561,3,2,3
22529,Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,2.5049524,2.326747036,2,2,2
22530,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1.7766665,2.575661818,3,2,3
22531,Cc1c(Br)cc2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-],2.5910442,3.591541975,2,1,2
22532,Cc1c(C#N)sc(N)c1C#N,2.575731,2.152035619,1,2,1
22533,Cc1c(C(=O)N(C)C)nnn1-c1ccccc1,2.7273476,2.663269243,1,1,1
22534,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1.862666,2.185603034,2,2,2
22535,Cc1c(C(=O)O)nnn1-c1ccccc1,1.855892,2.131834582,2,2,2
22536,Cc1c(C(C)(C)C)cc(OB(OC(C)C)OC(C)C)cc1C(C)(C)C,2.4048343,1.825995017,2,3,2
22537,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,1.8585979,2.42781623,2,2,2
22538,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.3831694,2.57433999,2,2,2
22539,Cc1c(C)c(C)c2[nH]c(C(F)(F)F)nc2c1C,2.9406488,3.620825036,1,1,1
22540,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,2.821047,1.6472150230000002,1,3,1
22541,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,1.7695845,1.7649819830000002,2,2,2
22542,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,2.268138,1.7890939730000002,2,3,2
22543,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,2.5772943,1.7699176419999998,2,3,2
22544,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,3.0062485,1.797466475,2,3,2
22545,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,2.2725809,1.879824692,2,3,2
22546,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1.5194432,1.879824692,3,3,3
22547,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,2.5465608,1.728969819,2,3,2
22548,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,2.838543,1.552921987,2,3,2
22549,Cc1c(C2C(=O)CC(C)(C)CC2=O)c2c(n1-c1ccccc1)CC(C)(C)CC2=O,2.4107773,2.115622714,2,2,2
22550,Cc1c(CC(=O)O)c2c(n1CC(C)C)CC(C)(C)CC2=O,2.4581757,1.987354879,2,2,2
22551,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,2.2669446,2.908636067,2,1,2
22552,Cc1c(CN2CCOC(c3ccccc3)C2C)c(=O)n(-c2ccccc2)n1C,1.8754054,3.178963142,3,1,3
22553,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,2.8315876,3.889814482,2,1,2
22554,Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,2.9573147,3.889814482,1,1,1
22555,Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3.9315765,2.713330908,1,2,1
22556,Cc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc[nH]n12,2.6175768,3.107665514,2,1,2
22557,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,2.8953989,2.810713433,2,2,2
22558,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCCl)OCCCCCl)ccc12,2.8619494,3.673666797,2,1,2
22559,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCl)OCCCCl)ccc12,2.969795,3.322755094,1,1,1
22560,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,3.3489559,2.664425715,1,2,1
22561,Cc1c(Cl)c(Br)c(Br)c2[nH]c(C(F)(F)F)nc12,2.595789,4.2320011630000005,2,0,2
22562,Cc1c(Cl)c(Br)c(Cl)c2[nH]c(C(F)(F)F)nc12,3.006246,4.280014819,1,0,1
22563,Cc1c(Cl)c(Br)cc2[nH]c(C(F)(F)F)nc12,2.5803175,4.019121832,2,0,2
22564,Cc1c(Cl)c(Cl)c(Cl)c(C(Cl)Cl)c1Cl,2.7284017,2.029342132,2,2,2
22565,Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,2.262325,4.670044992,2,0,2
22566,Cc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,2.5738878,4.2200371180000005,2,0,2
22567,Cc1c(Cl)c([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-],3.1128151,3.490161892,1,1,1
22568,Cc1c(Cl)cc(-c2ccc(O)nn2)cc1Cl,2.038707,1.406673841,2,3,2
22569,Cc1c(Cl)cc2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-],2.1408193,3.950016571,2,0,2
22570,Cc1c(Cl)ccc(C(C)c2ccccc2)c1C,1.8440609,2.060573655,2,2,2
22571,Cc1c(Cl)ccc(O)c1Cl,2.062789,1.742896891,2,2,2
22572,Cc1c(Cl)ccc(OC(C)/C(O)=N/c2ccccc2)c1Cl,2.0688164,1.635761124,2,3,2
22573,Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,2.9810066,4.0279201360000005,1,0,1
22574,Cc1c(Cl)cccc1CC(Cl)C#N,2.629863,2.330606525,2,2,2
22575,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,2.0922794,3.06563448,2,1,2
22576,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,1.7436901,2.894408653,2,1,2
22577,Cc1c(Cl)cccc1[N+](=O)[O-],2.0582888,1.852637457,2,2,2
22578,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,3.2123954,4.279517619,1,0,1
22579,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,2.9287305,4.16709544,1,0,1
22580,Cc1c(F)c(F)c2nc(C(F)(F)F)[nH]c2c1F,0.8853137,4.810005974,3,0,3
22581,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,2.1510248,2.074280008,2,2,2
22582,Cc1c(I)c(=O)n(-c2ccccc2)n1C,1.7985353,2.1832366640000003,2,2,2
22583,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1.9915365,2.909328895,2,1,2
22584,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.1325066,2.016145748,2,2,2
22585,Cc1c(N)c(=O)n(-c2ccccc2)n1C,2.1287916,2.077570949,2,2,2
22586,Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.3247201,2.150534008,2,2,2
22587,Cc1c(N)cccc1Cl,1.7888721,2.317919208,2,2,2
22588,Cc1c(N)cccc1N,1.6599573,1.84393008,2,2,2
22589,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,3.7517192,2.624315695,1,2,1
22590,Cc1c(N)nc(C)c2c1[nH]c1ccccc12,1.8027425,3.324833721,2,1,2
22591,Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,1.7763851,2.176649916,2,2,2
22592,Cc1c(Nc2ncnc3ccccc23)c(=O)n(-c2ccccc2)n1C,1.8665069,2.9530000000000003,2,1,2
22593,Cc1c(O)c(=O)ccn1C,1.8704448,1.842248606,2,2,2
22594,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.2705505,3.899018999,2,0,2
22595,Cc1c(O)cccc1C(C)C,1.8546546,2.26824563,2,2,2
22596,Cc1c(O)cccc1O,1.5042816,2.792878247,2,1,2
22597,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,3.2864287,1.692398004,1,3,1
22598,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,2.6802032,1.599703584,2,3,2
22599,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],2.452182,1.4731466999999998,2,3,2
22600,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-],2.1373324,2.312978174,2,2,2
22601,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.1654363,2.366383761,2,2,2
22602,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,2.3571684,1.5694644269999998,2,3,2
22603,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.8704667,3.012420144,1,1,1
22604,Cc1c/c(=N\C(=O)c2ccccc2O)n(-c2ccccc2)n1C,2.0455697,2.385,2,2,2
22605,Cc1c/c(=N\C(=O)c2ccccc2O)n(C)n1C,2.3525953,2.226,2,2,2
22606,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1.8996917,2.8942821810000003,2,1,2
22607,Cc1c[nH]c2ccccc12,1.5613958,1.58004191,2,2,2
22608,Cc1c[nH]cn1,2.4328701,2.038734958,1,2,1
22609,Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)O)cc4C=C3S(=O)(=O)O)c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)O)cc2C=C1S(=O)(=O)O,2.95709,2.148569819,2,3,2
22610,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,2.9108937,1.982580281,1,2,1
22611,Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,2.7319763,1.924959278,2,3,2
22612,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.7316506,2.148569819,1,3,1
22613,Cc1cc(-c2ccccc2)n[nH]1,2.093793,1.943944955,2,2,2
22614,Cc1cc(-n2c(C)nc3ccccc3c2=O)cc(C)c1O,2.4159203,3.085937093,2,1,2
22615,Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,2.4914474,2.244914553,2,2,2
22616,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,1.9249641,1.918150821,2,2,2
22617,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,2.0142152,3.37584076,2,1,2
22618,Cc1cc(/C=C/c2ccc3cc(N)ccc3[n+]2C)c(C)n1-c1ccccc1,1.839553,3.342762185,3,1,3
22619,Cc1cc(=NC(=O)c2ccccc2O)n(-c2ccccc2)n1C,1.8795667,2.384860842,2,2,2
22620,Cc1cc(=O)[nH]c(=O)[nH]1,1.9186248,0.29120703,2,3,2
22621,Cc1cc(=O)[nH]c(=S)[nH]1,2.1446934,1.976756414,2,2,2
22622,Cc1cc(=O)[nH]c2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc12,1.8599571,2.591651065,3,2,3
22623,Cc1cc(=O)[nH]o1,2.026424,1.502985857,2,2,2
22624,Cc1cc(=O)c2c(C)ccc(C)c2o1,2.1833744,1.803387902,2,2,2
22625,Cc1cc(=O)cc(-c2ccccc2)o1,2.0051603,2.474122983,2,2,2
22626,Cc1cc(=O)n(-c2ccccc2)[nH]1,1.746288,1.958886852,2,2,2
22627,Cc1cc(=O)n(-c2ccccc2)n1C,2.0806842,2.042964459,2,2,2
22628,Cc1cc(=O)n(CSP(=S)(OC(C)C)OC(C)C)nc1Cl,2.663876,3.5278219930000003,2,1,2
22629,Cc1cc(=O)nc(C(C)(C)O)[nH]1,2.1491187,1.526845659,2,2,2
